id_num,page_id,class_name,x_start,y_start,x_stop,y_stop,labeled_by,parent_of,sibling_of,child_of,continuation_of,sequentially_follows,doc_page_num,reference_to_internal,reference_to_external,text,entry_type,label_type,mandatory,desired,optional,recommended,functional,non_functional,aero_mechanism/aero_brake,audio_beacon,camera,cansat/payload/probe,data/kinematics/telemetry,egg/compartment,electrical,ground_station,heat_shield,materials/mechanical,nose_cone,parachute,radio,rocket,sensors,software,Unnamed: 41,cost,schedule,deliverables,personnel/staffing,entries_affected,Notes,pathing
157,76.0,LTTextBoxHorizontal,88.528122,458.7378115,111.871872,470.7378115,,,,152.0,,,181.0,,,SN4,free_text,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,False,False,False,,,152.0/151/49/0
158,76.0,LTTextBoxHorizontal,88.528122,418.9878115,111.871872,430.9878115,,,,152.0,,,181.0,,,SN5,free_text,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,False,False,False,,,152.0/151/49/0
159,76.0,LTTextBoxHorizontal,88.528122,393.4878115,111.871872,405.4878115,,,,152.0,,,181.0,,,SN6,free_text,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,False,False,False,,,152.0/151/49/0
160,76.0,LTTextBoxHorizontal,88.528122,367.9878115,111.871872,379.9878115,,,,152.0,,,181.0,,,SN7,free_text,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,False,False,False,,,152.0/151/49/0
161,76.0,LTTextBoxHorizontal,88.528122,342.4878115,111.871872,354.4878115,,,,152.0,,,181.0,,,SN8,free_text,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,False,False,False,,,152.0/151/49/0
162,76.0,LTTextBoxHorizontal,88.528122,316.9878115,111.871872,328.9878115,,,,152.0,,,181.0,,,SN9,free_text,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,False,False,False,,,153.0/151/49/0
163,76.0,LTTextBoxHorizontal,148.950012,535.2378115,502.4929787,561.4878115,154,,,153.0,,,181.0,,,"Cansat shall measure its speed with a pitot tube during ascent and
descent.",free_text,,True,False,False,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,telemetry/kinematics/data,False,False,False,False,,,153.0/151/49/0
164,76.0,LTTextBoxHorizontal,148.950012,509.7378115,424.4168086,521.7378115,154,,,153.0,,,181.0,,,Cansat shall measure its altitude using air pressure.,free_text,,True,False,False,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,telemetry/kinematics/data,False,False,False,False,,,153.0/151/49/0
165,76.0,LTTextBoxHorizontal,148.950012,484.2378115,394.3992322,496.2378115,154,,,153.0,,,181.0,,,Cansat shall measure its internal temperature.,free_text,,True,False,False,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,telemetry/kinematics/data,False,False,False,False,,,153.0/151/49/0
166,76.0,LTTextBoxHorizontal,148.950012,444.4878115,532.4695449,470.7378115,154,,,153.0,,,181.0,,,"Cansat shall measure its angle stability with the aerobraking mechanism
deployed.",free_text,,True,False,False,False,True,False,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,telemetry/kinematics/data/aerobraking mechanism,False,False,False,False,,,153.0/151/49/0
167,76.0,LTTextBoxHorizontal,148.950012,418.9878115,433.1004005,430.9878115,154,,,153.0,,,181.0,,,Cansat shall measure its rotation rate during descent.,free_text,,True,False,False,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,telemetry/kinematics/data,False,False,False,False,,,153.0/151/49/0
168,76.0,LTTextBoxHorizontal,148.950012,393.4878115,365.7234512,405.4878115,154,,,153.0,,,181.0,,,Cansat shall measure its battery voltage.,free_text,,True,False,False,False,True,False,False,False,False,True,True,False,True,False,False,False,False,False,False,False,False,False,telemetry/electrical/data,False,False,False,False,,,153.0/151/49/0
169,76.0,LTTextBoxHorizontal,146.700012,367.9878115,467.9988424,379.9878115,154,,,153.0,,,181.0,,,The probe shall include a video camera pointing horizontally.,free_text,,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,probe/camera,False,False,False,False,,,153.0/151/49/0
170,76.0,LTTextBoxHorizontal,146.700012,342.4878115,548.9285255,354.4878115,154,,,153.0,,,181.0,,,The video camera shall record the flight of the probe from launch to landing.,free_text,,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,probe/camera,False,False,False,False,,,153.0/151/49/0
171,76.0,LTTextBoxHorizontal,146.700012,302.7378115,547.5515743,328.9878115,154,,,153.0,,,181.0,,,"The video camera shall record video in color and with a minimum resolution
of 640x480.",free_text,,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,camera,False,False,False,False,,,49.0/0
172,76.0,LTTextBoxHorizontal,56.699997,268.2378115,227.3777311,280.2378115,,173/174,,49.0,,,181.0,,,Ground Station Requirements,label,section_level,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,False,False,False,,,172.0/49/0
173,76.0,LTTextBoxHorizontal,64.27616888,219.4878115,137.6238249,245.7378115,,175/176/177/182/183/184/185/186/187/188/189/190/191/192/193,,172.0,,,181.0,,,"Requirement
Number",label,section_level,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,False,False,False,,,172.0/49/0
174,76.0,LTTextBoxHorizontal,313.276182,233.7378115,386.623838,245.7378115,,178/179/180/194/195/196/197/198/199/200/201/202/203/204/205,,172.0,,,181.0,,,Requirement,label,section_level,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,False,False,False,,,173.0/172/49/0
175,76.0,LTTextBoxHorizontal,92.94609075,193.9878115,108.9539032,205.9878115,,,,173.0,,,181.0,,,G1,free_text,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,False,False,False,,,173.0/172/49/0
176,76.0,LTTextBoxHorizontal,92.94609075,154.2378115,108.9539032,166.2378115,,,,173.0,,,181.0,,,G2,free_text,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,False,False,False,,,173.0/172/49/0
177,76.0,LTTextBoxHorizontal,92.94609075,114.4878115,108.9539032,126.4878115,,,,173.0,,,181.0,,,G3,free_text,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,False,False,False,,,174.0/172/49/0
178,76.0,LTTextBoxHorizontal,148.200012,179.7378115,531.0925919,205.9878115,175,,,174.0,,,181.0,,,"The ground station shall command the Cansat to calibrate the altitude to
zero when the Cansat is on the launch pad prior to launch.",free_text,,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,cansat/ground station,False,False,False,False,,,174.0/172/49/0
179,76.0,LTTextBoxHorizontal,148.200012,139.9878115,547.0945432,166.2378115,176,,,174.0,,,181.0,,,"The ground station shall generate csv files of all sensor data as specified in
the Telemetry Requirements section.",free_text,,True,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,ground station/data/telemetry,False,False,False,False,,,174.0/172/49/0
180,76.0,LTTextBoxHorizontal,148.200012,114.4878115,523.0359511,126.4878115,177,,,174.0,,,181.0,,,Telemetry shall include mission time with 1 second or better resolution.,free_text,,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,telemetry,False,False,False,False,,,0.0
181,76.0,LTTextBoxHorizontal,542.8429545,66.18703153,555.2999857,78.18703153,,,,0.0,,,181.0,,,11,label,page_level,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,False,False,False,,,173.0/172/49/0
182,78.0,LTTextBoxHorizontal,92.94609075,715.2378125,108.9539032,727.2378125,,,,173.0,,,206.0,,,G4,free_text,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,False,False,False,,,173.0/172/49/0
183,78.0,LTTextBoxHorizontal,92.94609075,675.4878125,108.9539032,687.4878125,,,,173.0,,,206.0,,,G5,free_text,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,False,False,False,,,173.0/172/49/0
184,78.0,LTTextBoxHorizontal,92.94609075,649.9878125,108.9539032,661.9878125,,,,173.0,,,206.0,,,G6,free_text,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,False,False,False,,,173.0/172/49/0
185,78.0,LTTextBoxHorizontal,92.94609075,610.2378125,108.9539032,622.2378125,,,,173.0,,,206.0,,,G7,free_text,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,False,False,False,,,173.0/172/49/0
186,78.0,LTTextBoxHorizontal,92.94609075,570.4878115,108.9539032,582.4878115,,,,173.0,,,206.0,,,G8,free_text,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,False,False,False,,,173.0/172/49/0
187,78.0,LTTextBoxHorizontal,92.94609075,544.9878115,108.9539032,556.9878115,,,,173.0,,,206.0,,,G9,free_text,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,False,False,False,,,173.0/172/49/0
188,78.0,LTTextBoxHorizontal,89.6091765,505.2378115,112.290817,517.2378115,,,,173.0,,,206.0,,,G10,free_text,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,False,False,False,,,173.0/172/49/0
189,78.0,LTTextBoxHorizontal,90.054489,451.2378115,111.8455046,463.2378115,,,,173.0,,,206.0,,,G11,free_text,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,False,False,False,,,173.0/172/49/0
190,78.0,LTTextBoxHorizontal,89.6091765,397.2378115,112.290817,409.2378115,,,,173.0,,,206.0,,,G12,free_text,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,False,False,False,,,173.0/172/49/0
191,78.0,LTTextBoxHorizontal,89.6091765,357.4878115,112.290817,369.4878115,,,,173.0,,,206.0,,,G13,free_text,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,False,False,False,,,173.0/172/49/0
192,78.0,LTTextBoxHorizontal,89.6091765,331.9878115,112.290817,343.9878115,,,,173.0,,,206.0,,,G14,free_text,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,False,False,False,,,173.0/172/49/0
193,78.0,LTTextBoxHorizontal,89.6091765,263.7378115,112.290817,275.7378115,,,,173.0,,,206.0,,,G15,free_text,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,False,False,False,,,174.0/172/49/0
194,78.0,LTTextBoxHorizontal,148.200012,700.9878125,545.7644632,727.2378125,182,,,174.0,,,206.0,,,"Configuration states such as zero altitude calibration shall be maintained in
the event of a processor reset during launch and mission.",free_text,,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,data,False,False,False,False,,,174.0/172/49/0
195,78.0,LTTextBoxHorizontal,148.200012,675.4878125,413.6941525,687.4878125,183,,,174.0,,,206.0,,,Each team shall develop their own ground station.,free_text,,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,ground station,False,False,False,False,,,174.0/172/49/0
196,78.0,LTTextBoxHorizontal,148.200012,635.7378125,534.4207186,661.9878125,184,,,174.0,,,206.0,,,"All telemetry shall be displayed in real time during descent on the ground
station.",free_text,,True,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,ground station/telemetry,False,False,False,False,,,174.0/172/49/0
197,78.0,LTTextBoxHorizontal,148.200012,595.9878115,533.0437618,622.2378125,185,,,174.0,,,206.0,,,"All telemetry shall be displayed in engineering units (meters, meters/sec,
Celsius, etc.) and the units shall be indicated on the displays.",free_text,,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,telemetry,False,False,False,False,,,174.0/172/49/0
198,78.0,LTTextBoxHorizontal,148.200012,570.4878115,499.0418125,582.4878115,186,,,174.0,,,206.0,,,Teams shall plot each telemetry data field in real time during flight.,free_text,,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,telemetry,False,False,False,False,,,174.0/172/49/0
199,78.0,LTTextBoxHorizontal,148.200012,530.7378115,530.4070469,556.9878115,187,,,174.0,,,206.0,,,"The ground station shall include one laptop computer with a minimum of
two hours of battery operation, XBEE radio and an antenna.",free_text,,True,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,True,False,False,False,ground station/battery/radio,False,False,False,False,,,174.0/172/49/0
200,78.0,LTTextBoxHorizontal,148.200012,476.7378115,537.784,517.2378115,188,,,174.0,,,206.0,,,"The ground station must be portable so the team can be positioned at the
ground station operation site along the flight line. AC power will not be
available at the ground station operation site.",free_text,,True,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,ground station/electrical,False,False,False,False,,,174.0/172/49/0
201,78.0,LTTextBoxHorizontal,148.200012,422.7378115,516.8074342,463.2378115,189,,,174.0,,,206.0,,,"The ground station software shall be able to command the payload to
operate in simulation mode by sending two commands, SIMULATION
ENABLE and SIMULATION ACTIVATE.",free_text,,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,ground station/software,False,False,False,False,,,174.0/172/49/0
202,78.0,LTTextBoxHorizontal,148.200012,382.9878115,543.7254006,409.2378115,190,,,174.0,,,206.0,,,"When in simulation mode, the ground station shall transmit pressure data
from a csv file provided by the competition at a 1 Hz interval to the Cansat.",free_text,,True,False,False,False,True,False,False,False,False,True,True,False,False,True,False,False,False,False,False,False,False,True,ground station/software/data,False,False,False,False,,,174.0/172/49/0
203,78.0,LTTextBoxHorizontal,148.200012,357.4878115,475.1062617,369.4878115,191,,,174.0,,,206.0,,,The ground station shall use a table top or handheld antenna.,free_text,,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,ground station,False,False,False,False,,,174.0/172/49/0
204,78.0,LTTextBoxHorizontal,148.200012,289.2378115,541.768375,343.9878115,192,,,174.0,,,206.0,,,"Because the ground station must be viewed in bright sunlight, the displays
shall be designed with that in mind, including using larger fonts (14 point
minimum), bold plot traces and axes, and a dark text on light background
theme.",free_text,,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,ground station,False,False,False,False,,,174.0/172/49/0
205,78.0,LTTextBoxHorizontal,148.200012,220.9878115,549.0984511,275.7378115,193,,,174.0,,,206.0,,,"The ground system shall count the number of received packets. Note that
this number is not equivalent to the transmitted packet counter, but it is the
count of packets successfully received at the ground station for the duration
of the flight.",free_text,,True,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,ground station/telemetry,False,False,False,False,,,0.0
206,78.0,LTTextBoxHorizontal,541.9523295,66.18703153,555.2999857,78.18703153,,,,0.0,,,206.0,,,12,label,page_level,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,False,False,False,,,49.0/0
207,80.0,LTTextBoxHorizontal,56.699997,678.4878125,226.7214811,690.4878125,,208/209,,49.0,,,222.0,,,Flight Software Requirements,label,section_level,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,False,False,False,,,207.0/49/0
208,80.0,LTTextBoxHorizontal,63.90116888,629.7378125,137.2488249,655.9878125,,210/211/212/213/214/215,,207.0,,,222.0,,,"Requirement
Number",label,section_level,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,False,False,False,,,207.0/49/0
209,80.0,LTTextBoxHorizontal,312.901182,643.9878125,386.248838,655.9878125,,216/217/218/219/220/221,,207.0,,,222.0,,,Requirement,label,section_level,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,False,False,False,,,208.0/207/49/0
210,80.0,LTTextBoxHorizontal,93.57304425,604.2378115,107.5769504,616.2378115,,,,208.0,,,222.0,,,F1,free_text,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,False,False,False,,,208.0/207/49/0
211,80.0,LTTextBoxHorizontal,93.57304425,550.2378115,107.5769504,562.2378115,,,,208.0,,,222.0,,,F2,free_text,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,False,False,False,,,208.0/207/49/0
212,80.0,LTTextBoxHorizontal,93.57304425,510.4878115,107.5769504,522.4878115,,,,208.0,,,222.0,,,F3,free_text,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,False,False,False,,,208.0/207/49/0
213,80.0,LTTextBoxHorizontal,93.57304425,470.7378115,107.5769504,482.7378115,,,,208.0,,,222.0,,,F4,free_text,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,False,False,False,,,208.0/207/49/0
214,80.0,LTTextBoxHorizontal,93.57304425,416.7378115,107.5769504,428.7378115,,,,208.0,,,222.0,,,F5,free_text,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,False,False,False,,,208.0/207/49/0
215,80.0,LTTextBoxHorizontal,93.57304425,376.9878115,107.5769504,388.9878115,,,,208.0,,,222.0,,,F6,free_text,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,False,False,False,,,209.0/207/49/0
216,80.0,LTTextBoxHorizontal,147.450012,575.7378115,547.6453244,616.2378115,210,,,209.0,,,222.0,,,"The flight software shall maintain a count of packets transmitted which shall
increment with each packet transmission throughout the mission. The
value shall be maintained through processor resets.",free_text,,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,telemetry/software,False,False,False,False,,,209.0/207/49/0
217,80.0,LTTextBoxHorizontal,147.450012,535.9878115,544.9851662,562.2378115,211,,,209.0,,,222.0,,,"The Cansat shall maintain mission time throughout the whole mission even
with processor resets or momentary power loss.",free_text,,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,software,False,False,False,False,,,209.0/207/49/0
218,80.0,LTTextBoxHorizontal,147.450012,496.2378115,534.9539219,522.4878115,212,,,209.0,,,222.0,,,"The Cansat shall have its time set to within one second UTC time prior to
launch.",free_text,,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,software,False,False,False,False,,,209.0/207/49/0
219,80.0,LTTextBoxHorizontal,147.450012,442.2378115,545.0203243,482.7378115,213,,,209.0,,,222.0,,,"The flight software shall support simulated flight mode where the ground
station sends air pressure values at a one second interval using a provided
flight profile csv file.",free_text,,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,ground station/software,False,False,False,False,,,209.0/207/49/0
220,80.0,LTTextBoxHorizontal,147.450012,402.4878115,543.6843887,428.7378115,214,,,209.0,,,222.0,,,"In simulation mode, the flight software shall use the radio uplink pressure
values in place of the pressure sensor for determining the payload altitude.",free_text,,True,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,ground station/software/telemetry,False,False,False,False,,,209.0/207/49/0
221,80.0,LTTextBoxHorizontal,147.450012,348.4878115,502.2996195,388.9878115,215,,,209.0,,,222.0,,,"The payload flight software shall only enter simulation mode after it
receives the SIMULATION ENABLE and SIMULATION ACTIVATE
commands.",free_text,,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,ground station/software,False,False,False,False,,,0.0
222,80.0,LTTextBoxHorizontal,541.9523295,66.18703153,555.2999857,78.18703153,,,,0.0,,,222.0,,,13,label,page_level,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,False,False,False,,,49.0/0
223,83.0,LTTextBoxHorizontal,85.199997,712.8939838,192.5028301,726.8939833,,224,,49.0,,,240.0,,,3.1 Suggestions,label,section_level,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,False,False,False,,,223.0/49/0
224,83.0,LTTextBoxHorizontal,56.699997,664.2378125,554.330858,704.7378125,,,,223.0,,,240.0,,,"It is recommended that Matlab not be used for the ground station software. Teams who used
Matlab had internet connectivity issues, lag in capturing data and updating plots. The program
is too bloated for real time operations.",free_text,,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,software,False,False,False,False,,,49.0/0
225,83.0,LTTextBoxHorizontal,85.199997,621.393985,292.0605238,635.3939845,,226,,49.0,,,240.0,,,3.2 Selectable Bonus Objective,label,section_level,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,False,False,False,,,225.0/49/0
226,83.0,LTTextBoxHorizontal,56.699997,558.4878115,542.9636686,613.2378115,,,,225.0,,,240.0,,,"A video camera shall be integrated into the Cansat and point aft of the Cansat. The camera
shall capture the Cansat being deployed from the rocket and the release of the parachute.
Video shall be in color with a minimum resolution of 640x480 pixels and a minimum of 30
frames per second. The video shall be recorded and retrieved when the Cansat is retrieved.",free_text,,False,False,True,False,True,False,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False,cansat/camera/parachute,False,False,False,False,,,49.0/0
227,83.0,LTTextBoxHorizontal,85.199997,529.893984,455.0470728,543.8939835,,228/269/319,,49.0,,,240.0,,,"3.3 Telemetry, Command, and Simulation Requirements",label,section_level,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,,False,False,False,False,,,227.0/49/0
228,83.0,LTTextBoxHorizontal,92.699997,506.3939824,192.7806929,520.3939819,,229/230/231/259/267,,227.0,,,240.0,,,3.3.1 Telemetry,label,section_level,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,,False,False,False,False,,,228.0/227/49/0
229,83.0,LTTextBoxHorizontal,56.699997,471.4878115,536.9460887,497.7378115,,,,228.0,,,240.0,,,"Upon power up, the Cansat shall collect the required telemetry at a one (1) Hz sample rate
and transmit the telemetry data to the ground station.",free_text,,True,False,False,False,False,False,False,False,False,True,True,False,False,True,False,False,False,False,True,False,False,False,telemetry/cansat,False,False,False,False,,,228.0/227/49/0
230,83.0,LTTextBoxHorizontal,56.699997,408.4878115,534.9304655,463.2378115,,,,228.0,,,240.0,,,"The ASCII format of the telemetry packets are described below. Each telemetry field is
delimited by a comma, and each telemetry packet is terminated by a single carriage return
character. No comma (‘,’) characters should be part of the data fields -- commas are
delimiters only.",free_text,,True,False,False,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,telemetry/cansat,False,False,False,False,,,228.0/227/49/0
231,83.0,LTTextBoxHorizontal,92.699997,361.9878108,239.2136669,373.9878108,,232/234,,228.0,,,240.0,,,3.3.1.1 Telemetry Formats,label,section_level,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,,False,False,False,False,,,231.0/228/227/49/0
232,83.0,LTTextBoxHorizontal,56.699997,345.4878115,484.2117138,357.4878115,,233,,231.0,,,240.0,,,The Cansat telemetry packet format to be transmitted at one (1) Hz is as follows:,free_text,,True,False,False,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,True,False,False,True,telemetry,False,False,False,False,,,232.0/231/228/227/49/0
233,83.0,LTTextBoxHorizontal,92.699997,282.4878115,532.9851513,337.2378115,,,,232.0,,,240.0,,,"TEAM_ID, MISSION_TIME, PACKET_COUNT, MODE, STATE, ALTITUDE,
AIR_SPEED, HS_DEPLOYED, PC_DEPLOYED, TEMPERATURE, VOLTAGE,
PRESSURE, GPS_TIME, GPS_ALTITUDE, GPS_LATITUDE, GPS_LONGITUDE,
GPS_SATS, TILT_X, TILT_Y, ROT_Z, CMD_ECHO [,,OPTIONAL_DATA]",free_text,,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,True,telemetry,False,False,False,False,232.0,,231.0/228/227/49/0
234,83.0,LTTextBoxHorizontal,56.699997,262.2378115,352.1765613,274.2378115,,235/236/237/238/239/240/241/242/243/244/245/246/247/248/249/250/251/252/253/254/255/256/258,,231.0,,,240.0,,,The telemetry data fields are to be formatted as follows:,free_text,,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,telemetry,False,False,False,False,,,234.0/231/228/227/49/0
235,83.0,LTTextBoxHorizontal,74.699997,241.9878115,541.5749987,253.9878115,,,,234.0,,,240.0,,,"1. TEAM_ID is the assigned four digit team identification number. E.g., imaginary team ‘1000’.",label+text,,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,telemetry,False,False,False,False,234.0,,234.0/231/228/227/49/0
236,83.0,LTTextBoxHorizontal,74.699997,207.4878115,544.1296843,219.4878115,,,,234.0,,,240.0,,,"2. MISSION_TIME is UTC time in format hh:mm:ss, where hh is hours, mm is minutes, and ss is seconds. E.g., ‘13:14:02’ indicates 1:14:02 PM.",label+text,,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,telemetry,False,False,False,False,234.0,,234.0/231/228/227/49/0
237,83.0,LTTextBoxHorizontal,74.699997,144.4878115,553.3347607,184.9878115,,,,234.0,,,240.0,,,"3. PACKET_COUNT is the total count of transmitted packets since turn on, which is to be
reset to zero by command when the Cansat is installed in the rocket on the launch pad
at the beginning of the mission and maintained through processor reset.",label+text,,True,False,False,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,telemetry,False,False,False,False,234.0,,234.0/231/228/227/49/0
238,83.0,LTTextBoxHorizontal,74.699997,124.2378115,385.8152293,136.2378115,,,,234.0,,,240.0,,,4. MODE = ‘F’ for flight mode and ‘S’ for simulation mode.,label+text,,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,telemetry,False,False,False,False,234.0,,234.0/231/228/227/49/0
239,83.0,LTTextBoxHorizontal,74.699997,99.98781176,505.9617139,111.9878118,,,,234.0,,,240.0,,,"5. STATE is the operating state of the software. (e.g., LAUNCH_WAIT, ASCENT,",label+text,,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,telemetry,False,False,False,False,234.0,,234.0/231/228/227/49/0
240,83.0,LTTextBoxHorizontal,541.9523295,66.18703153,555.2999857,78.18703153,,,,234.0,,,240.0,,,14,label,page_level,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,,False,False,False,False,234.0,,234.0/231/228/227/49/0
241,85.0,LTTextBoxHorizontal,92.699997,692.7378125,536.9753875,733.2378125,,,,234.0,239.0,,257.0,,,"ROCKET_SEPARATION, DESCENT, HS_RELEASE, LANDED, etc.). Teams may
define their own states. This should be a human readable description as the judges
will review it after the launch in the .csv files.",free_text,,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,telemetry,False,False,False,False,234.0,,234.0/231/228/227/49/0
242,85.0,LTTextBoxHorizontal,74.699997,668.4878128,546.690235,680.4878128,,,,234.0,,,257.0,,,6. ALTITUDE is the altitude in units of meters and must be relative to ground level at the launch site. The resolution must be 0.1 meters.,label+text,,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,True,telemetry,False,False,False,False,234.0,,234.0/231/228/227/49/0
